Source,Year,Month,Mean
GISTEMP,1987,9,0.35
GCAG,1987,9,0.2595
GISTEMP,1987,10,0.33
GCAG,1987,10,0.2671
GISTEMP,1987,11,0.29
GCAG,1987,11,0.1834
GISTEMP,1987,12,0.46
GCAG,1987,12,0.3664
GISTEMP,1988,1,0.57
GCAG,1988,1,0.453
GISTEMP,1988,2,0.44
GCAG,1988,2,0.3269
GISTEMP,1988,3,0.51
GCAG,1988,3,0.3805
GISTEMP,1988,4,0.43
GCAG,1988,4,0.3216
GISTEMP,1988,5,0.44
GCAG,1988,5,0.3142
GISTEMP,1988,6,0.4
GCAG,1988,6,0.3294
GISTEMP,1988,7,0.33
GCAG,1988,7,0.2518
GISTEMP,1988,8,0.39
GCAG,1988,8,0.2541
GISTEMP,1988,9,0.37
GCAG,1988,9,0.2531
GISTEMP,1988,10,0.38
GCAG,1988,10,0.2518
GISTEMP,1988,11,0.12
GCAG,1988,11,0.0239
GISTEMP,1988,12,0.29
GCAG,1988,12,0.1712
GISTEMP,1989,1,0.12
GCAG,1989,1,-0.031
GISTEMP,1989,2,0.3
GCAG,1989,2,0.2337
GISTEMP,1989,3,0.36
GCAG,1989,3,0.1814
GISTEMP,1989,4,0.29
GCAG,1989,4,0.1448
GISTEMP,1989,5,0.18
GCAG,1989,5,0.0338
GISTEMP,1989,6,0.15
GCAG,1989,6,0.0927
GISTEMP,1989,7,0.35
GCAG,1989,7,0.2586
GISTEMP,1989,8,0.33
GCAG,1989,8,0.2504
GISTEMP,1989,9,0.34
GCAG,1989,9,0.2928
GISTEMP,1989,10,0.29
GCAG,1989,10,0.2545
GISTEMP,1989,11,0.2
GCAG,1989,11,0.1086
GISTEMP,1989,12,0.37
GCAG,1989,12,0.2785
GISTEMP,1990,1,0.41
GCAG,1990,1,0.28
GISTEMP,1990,2,0.44
GCAG,1990,2,0.2734
GISTEMP,1990,3,0.8
GCAG,1990,3,0.6284
GISTEMP,1990,4,0.56
GCAG,1990,4,0.4896
GISTEMP,1990,5,0.45
GCAG,1990,5,0.4007
GISTEMP,1990,6,0.37
GCAG,1990,6,0.3107
GISTEMP,1990,7,0.46
GCAG,1990,7,0.3742
GISTEMP,1990,8,0.34
GCAG,1990,8,0.2744
GISTEMP,1990,9,0.23
GCAG,1990,9,0.2134
GISTEMP,1990,10,0.44
GCAG,1990,10,0.3798
GISTEMP,1990,11,0.46
GCAG,1990,11,0.3525
GISTEMP,1990,12,0.4
GCAG,1990,12,0.2834
GISTEMP,1991,1,0.42
GCAG,1991,1,0.2966
GISTEMP,1991,2,0.5
GCAG,1991,2,0.3997
GISTEMP,1991,3,0.35
GCAG,1991,3,0.2408
GISTEMP,1991,4,0.51
GCAG,1991,4,0.4324
GISTEMP,1991,5,0.34
GCAG,1991,5,0.3078
GISTEMP,1991,6,0.53
GCAG,1991,6,0.4286
GISTEMP,1991,7,0.48
GCAG,1991,7,0.4633
GISTEMP,1991,8,0.39
GCAG,1991,8,0.3615
GISTEMP,1991,9,0.44
GCAG,1991,9,0.3473
GISTEMP,1991,10,0.29
GCAG,1991,10,0.2451
GISTEMP,1991,11,0.3
GCAG,1991,11,0.2492
GISTEMP,1991,12,0.32
GCAG,1991,12,0.2333
GISTEMP,1992,1,0.48
GCAG,1992,1,0.3567
GISTEMP,1992,2,0.4
GCAG,1992,2,0.3431
GISTEMP,1992,3,0.48
GCAG,1992,3,0.3052
GISTEMP,1992,4,0.27
GCAG,1992,4,0.1556
GISTEMP,1992,5,0.31
GCAG,1992,5,0.164
GISTEMP,1992,6,0.26
GCAG,1992,6,0.1522
GISTEMP,1992,7,0.09
GCAG,1992,7,0.003
GISTEMP,1992,8,0.08
GCAG,1992,8,0.0349
GISTEMP,1992,9,-0.01
GCAG,1992,9,-0.0957
GISTEMP,1992,10,0.07
GCAG,1992,10,-0.0288
GISTEMP,1992,11,0.03
GCAG,1992,11,-0.0403
GISTEMP,1992,12,0.22
GCAG,1992,12,0.0903
GISTEMP,1993,1,0.34
GCAG,1993,1,0.257
GISTEMP,1993,2,0.37
GCAG,1993,2,0.2742
GISTEMP,1993,3,0.36
GCAG,1993,3,0.233
GISTEMP,1993,4,0.28
GCAG,1993,4,0.1914
GISTEMP,1993,5,0.28
GCAG,1993,5,0.1912
GISTEMP,1993,6,0.23
GCAG,1993,6,0.1608
GISTEMP,1993,7,0.25
GCAG,1993,7,0.1557
GISTEMP,1993,8,0.11
GCAG,1993,8,0.0783
GISTEMP,1993,9,0.11
GCAG,1993,9,0.0408
GISTEMP,1993,10,0.24
GCAG,1993,10,0.1476
GISTEMP,1993,11,0.03
GCAG,1993,11,0.0604
GISTEMP,1993,12,0.18
GCAG,1993,12,0.1427
GISTEMP,1994,1,0.26
GCAG,1994,1,0.1922
GISTEMP,1994,2,0.02
GCAG,1994,2,0.0024
GISTEMP,1994,3,0.29
GCAG,1994,3,0.2336
GISTEMP,1994,4,0.41
GCAG,1994,4,0.246
GISTEMP,1994,5,0.28
GCAG,1994,5,0.1984
GISTEMP,1994,6,0.43
GCAG,1994,6,0.312
GISTEMP,1994,7,0.3
GCAG,1994,7,0.1774
GISTEMP,1994,8,0.22
GCAG,1994,8,0.1679
GISTEMP,1994,9,0.31
GCAG,1994,9,0.2651
GISTEMP,1994,10,0.43
GCAG,1994,10,0.3418
GISTEMP,1994,11,0.44
GCAG,1994,11,0.3497
GISTEMP,1994,12,0.39
GCAG,1994,12,0.2429
GISTEMP,1995,1,0.52
GCAG,1995,1,0.4111
GISTEMP,1995,2,0.79
GCAG,1995,2,0.6332
GISTEMP,1995,3,0.46
GCAG,1995,3,0.3509
GISTEMP,1995,4,0.47
GCAG,1995,4,0.4159
GISTEMP,1995,5,0.27
GCAG,1995,5,0.2585
GISTEMP,1995,6,0.43
GCAG,1995,6,0.3748
GISTEMP,1995,7,0.45
GCAG,1995,7,0.4374
GISTEMP,1995,8,0.45
GCAG,1995,8,0.3868
GISTEMP,1995,9,0.33
GCAG,1995,9,0.2746
GISTEMP,1995,10,0.46
GCAG,1995,10,0.3762
GISTEMP,1995,11,0.45
GCAG,1995,11,0.3672
GISTEMP,1995,12,0.26
GCAG,1995,12,0.167
GISTEMP,1996,1,0.24
GCAG,1996,1,0.2095
GISTEMP,1996,2,0.46
GCAG,1996,2,0.4539
GISTEMP,1996,3,0.32
GCAG,1996,3,0.2773
GISTEMP,1996,4,0.33
GCAG,1996,4,0.2426
GISTEMP,1996,5,0.27
GCAG,1996,5,0.2336
GISTEMP,1996,6,0.25
GCAG,1996,6,0.2132
GISTEMP,1996,7,0.36
GCAG,1996,7,0.3224
GISTEMP,1996,8,0.49
GCAG,1996,8,0.3511
GISTEMP,1996,9,0.26
GCAG,1996,9,0.2008
GISTEMP,1996,10,0.22
GCAG,1996,10,0.1221
GISTEMP,1996,11,0.42
GCAG,1996,11,0.3082
GISTEMP,1996,12,0.37
GCAG,1996,12,0.3153
GISTEMP,1997,1,0.32
GCAG,1997,1,0.242
GISTEMP,1997,2,0.41
GCAG,1997,2,0.2881
GISTEMP,1997,3,0.52
GCAG,1997,3,0.3872
GISTEMP,1997,4,0.33
GCAG,1997,4,0.3669
GISTEMP,1997,5,0.34
GCAG,1997,5,0.3103
GISTEMP,1997,6,0.55
GCAG,1997,6,0.4862
GISTEMP,1997,7,0.34
GCAG,1997,7,0.3426
GISTEMP,1997,8,0.41
GCAG,1997,8,0.4036
GISTEMP,1997,9,0.52
GCAG,1997,9,0.4628
GISTEMP,1997,10,0.61
GCAG,1997,10,0.5664
GISTEMP,1997,11,0.65
GCAG,1997,11,0.6075
GISTEMP,1997,12,0.59
GCAG,1997,12,0.5173
GISTEMP,1998,1,0.58
GCAG,1998,1,0.5573
GISTEMP,1998,2,0.88
GCAG,1998,2,0.791
GISTEMP,1998,3,0.63
GCAG,1998,3,0.5804
GISTEMP,1998,4,0.63
GCAG,1998,4,0.6425
GISTEMP,1998,5,0.68
GCAG,1998,5,0.6317
GISTEMP,1998,6,0.77
GCAG,1998,6,0.6627
GISTEMP,1998,7,0.66
GCAG,1998,7,0.6554
GISTEMP,1998,8,0.65
GCAG,1998,8,0.6472
GISTEMP,1998,9,0.42
GCAG,1998,9,0.4299
GISTEMP,1998,10,0.42
GCAG,1998,10,0.4102
GISTEMP,1998,11,0.43
GCAG,1998,11,0.3753
GISTEMP,1998,12,0.54
GCAG,1998,12,0.4799
GISTEMP,1999,1,0.48
GCAG,1999,1,0.3817
GISTEMP,1999,2,0.64
GCAG,1999,2,0.5945
GISTEMP,1999,3,0.33
GCAG,1999,3,0.2501
GISTEMP,1999,4,0.32
GCAG,1999,4,0.2625
GISTEMP,1999,5,0.26
GCAG,1999,5,0.241
GISTEMP,1999,6,0.36
GCAG,1999,6,0.3194
GISTEMP,1999,7,0.39
GCAG,1999,7,0.3068
GISTEMP,1999,8,0.31
GCAG,1999,8,0.2986
GISTEMP,1999,9,0.39
GCAG,1999,9,0.2712
GISTEMP,1999,10,0.34
GCAG,1999,10,0.3026
GISTEMP,1999,11,0.37
GCAG,1999,11,0.2789
GISTEMP,1999,12,0.4
GCAG,1999,12,0.3091
GISTEMP,2000,1,0.25
GCAG,2000,1,0.173
GISTEMP,2000,2,0.56
GCAG,2000,2,0.4892
GISTEMP,2000,3,0.55
GCAG,2000,3,0.4372
GISTEMP,2000,4,0.56
GCAG,2000,4,0.5274
GISTEMP,2000,5,0.36
GCAG,2000,5,0.2987
GISTEMP,2000,6,0.4
GCAG,2000,6,0.3449
GISTEMP,2000,7,0.39
GCAG,2000,7,0.3254
GISTEMP,2000,8,0.43
GCAG,2000,8,0.3741
GISTEMP,2000,9,0.39
GCAG,2000,9,0.3079
GISTEMP,2000,10,0.27
GCAG,2000,10,0.1901
GISTEMP,2000,11,0.3
GCAG,2000,11,0.241
GISTEMP,2000,12,0.28
GCAG,2000,12,0.1971
GISTEMP,2001,1,0.45
GCAG,2001,1,0.3569
GISTEMP,2001,2,0.44
GCAG,2001,2,0.3846
GISTEMP,2001,3,0.55
GCAG,2001,3,0.512
GISTEMP,2001,4,0.5
GCAG,2001,4,0.4439
GISTEMP,2001,5,0.57
GCAG,2001,5,0.4828
GISTEMP,2001,6,0.52
GCAG,2001,6,0.4426
GISTEMP,2001,7,0.59
GCAG,2001,7,0.507
GISTEMP,2001,8,0.48
GCAG,2001,8,0.4994
GISTEMP,2001,9,0.52
GCAG,2001,9,0.4892
GISTEMP,2001,10,0.5
GCAG,2001,10,0.4612
GISTEMP,2001,11,0.72
GCAG,2001,11,0.6861
GISTEMP,2001,12,0.55
GCAG,2001,12,0.5356
GISTEMP,2002,1,0.77
GCAG,2002,1,0.6401
GISTEMP,2002,2,0.78
GCAG,2002,2,0.6341
GISTEMP,2002,3,0.88
GCAG,2002,3,0.7866
GISTEMP,2002,4,0.58
GCAG,2002,4,0.5572
GISTEMP,2002,5,0.64
GCAG,2002,5,0.4972
GISTEMP,2002,6,0.53
GCAG,2002,6,0.4434
GISTEMP,2002,7,0.61
GCAG,2002,7,0.5669
GISTEMP,2002,8,0.53
GCAG,2002,8,0.4958
GISTEMP,2002,9,0.64
GCAG,2002,9,0.4988
GISTEMP,2002,10,0.54
GCAG,2002,10,0.4967
GISTEMP,2002,11,0.59
GCAG,2002,11,0.4878
GISTEMP,2002,12,0.44
GCAG,2002,12,0.3414
GISTEMP,2003,1,0.75
GCAG,2003,1,0.6511
GISTEMP,2003,2,0.58
GCAG,2003,2,0.4807
GISTEMP,2003,3,0.6
GCAG,2003,3,0.4738
GISTEMP,2003,4,0.55
GCAG,2003,4,0.4647
GISTEMP,2003,5,0.6
GCAG,2003,5,0.5142
GISTEMP,2003,6,0.48
GCAG,2003,6,0.4196
GISTEMP,2003,7,0.58
GCAG,2003,7,0.4814
GISTEMP,2003,8,0.64
GCAG,2003,8,0.6109
GISTEMP,2003,9,0.62
GCAG,2003,9,0.5693
GISTEMP,2003,10,0.72
GCAG,2003,10,0.6529
GISTEMP,2003,11,0.53
GCAG,2003,11,0.49
GISTEMP,2003,12,0.75
GCAG,2003,12,0.6507
GISTEMP,2004,1,0.58
GCAG,2004,1,0.5008
GISTEMP,2004,2,0.72
GCAG,2004,2,0.6285
GISTEMP,2004,3,0.63
GCAG,2004,3,0.5184
GISTEMP,2004,4,0.61
GCAG,2004,4,0.5155
GISTEMP,2004,5,0.37
GCAG,2004,5,0.3473
GISTEMP,2004,6,0.44
GCAG,2004,6,0.3085
GISTEMP,2004,7,0.26
GCAG,2004,7,0.2363
GISTEMP,2004,8,0.45
GCAG,2004,8,0.4592
GISTEMP,2004,9,0.5
GCAG,2004,9,0.4606
GISTEMP,2004,10,0.61
GCAG,2004,10,0.5174
GISTEMP,2004,11,0.73
GCAG,2004,11,0.6462
GISTEMP,2004,12,0.5
GCAG,2004,12,0.4102
GISTEMP,2005,1,0.75
GCAG,2005,1,0.6426
GISTEMP,2005,2,0.6
GCAG,2005,2,0.5272
GISTEMP,2005,3,0.74
GCAG,2005,3,0.6398
GISTEMP,2005,4,0.67
GCAG,2005,4,0.6256
GISTEMP,2005,5,0.63
GCAG,2005,5,0.5495
GISTEMP,2005,6,0.65
GCAG,2005,6,0.5671
GISTEMP,2005,7,0.61
GCAG,2005,7,0.5531
GISTEMP,2005,8,0.6
GCAG,2005,8,0.5818
GISTEMP,2005,9,0.72
GCAG,2005,9,0.6307
GISTEMP,2005,10,0.76
GCAG,2005,10,0.68
GISTEMP,2005,11,0.74
GCAG,2005,11,0.6357
GISTEMP,2005,12,0.68
GCAG,2005,12,0.5946
GISTEMP,2006,1,0.56
GCAG,2006,1,0.4943
GISTEMP,2006,2,0.74
GCAG,2006,2,0.6356
GISTEMP,2006,3,0.63
GCAG,2006,3,0.5313
GISTEMP,2006,4,0.47
GCAG,2006,4,0.4758
GISTEMP,2006,5,0.48
GCAG,2006,5,0.4638
GISTEMP,2006,6,0.66
GCAG,2006,6,0.5698
GISTEMP,2006,7,0.54
GCAG,2006,7,0.4758
GISTEMP,2006,8,0.71
GCAG,2006,8,0.6309
GISTEMP,2006,9,0.66
GCAG,2006,9,0.545
GISTEMP,2006,10,0.71
GCAG,2006,10,0.6095
GISTEMP,2006,11,0.73
GCAG,2006,11,0.6548
GISTEMP,2006,12,0.79
GCAG,2006,12,0.7095
GISTEMP,2007,1,1.01
GCAG,2007,1,0.8886
GISTEMP,2007,2,0.7
GCAG,2007,2,0.63
GISTEMP,2007,3,0.71
GCAG,2007,3,0.5827
GISTEMP,2007,4,0.77
GCAG,2007,4,0.7175
GISTEMP,2007,5,0.69
GCAG,2007,5,0.572
GISTEMP,2007,6,0.61
GCAG,2007,6,0.4968
GISTEMP,2007,7,0.6
GCAG,2007,7,0.5594
GISTEMP,2007,8,0.6
GCAG,2007,8,0.5793
GISTEMP,2007,9,0.61
GCAG,2007,9,0.5064
GISTEMP,2007,10,0.59
GCAG,2007,10,0.5534
GISTEMP,2007,11,0.59
GCAG,2007,11,0.5283
GISTEMP,2007,12,0.5
GCAG,2007,12,0.4117
GISTEMP,2008,1,0.3
GCAG,2008,1,0.2036
GISTEMP,2008,2,0.38
GCAG,2008,2,0.2604
GISTEMP,2008,3,0.75
GCAG,2008,3,0.6034
GISTEMP,2008,4,0.54
GCAG,2008,4,0.4406
GISTEMP,2008,5,0.5
GCAG,2008,5,0.4278
GISTEMP,2008,6,0.49
GCAG,2008,6,0.3775
GISTEMP,2008,7,0.6
GCAG,2008,7,0.5309
GISTEMP,2008,8,0.45
GCAG,2008,8,0.4517
GISTEMP,2008,9,0.61
GCAG,2008,9,0.5451
GISTEMP,2008,10,0.67
GCAG,2008,10,0.5895
GISTEMP,2008,11,0.69
GCAG,2008,11,0.6175
GISTEMP,2008,12,0.54
GCAG,2008,12,0.4623
GISTEMP,2009,1,0.65
GCAG,2009,1,0.5805
GISTEMP,2009,2,0.53
GCAG,2009,2,0.4573
GISTEMP,2009,3,0.53
GCAG,2009,3,0.4392
GISTEMP,2009,4,0.61
GCAG,2009,4,0.5207
GISTEMP,2009,5,0.65
GCAG,2009,5,0.5476
GISTEMP,2009,6,0.64
GCAG,2009,6,0.6205
GISTEMP,2009,7,0.74
GCAG,2009,7,0.6761
GISTEMP,2009,8,0.69
GCAG,2009,8,0.6189
GISTEMP,2009,9,0.72
GCAG,2009,9,0.6767
GISTEMP,2009,10,0.65
GCAG,2009,10,0.6174
GISTEMP,2009,11,0.8
GCAG,2009,11,0.6935
GISTEMP,2009,12,0.67
GCAG,2009,12,0.6317
GISTEMP,2010,1,0.75
GCAG,2010,1,0.7063
GISTEMP,2010,2,0.84
GCAG,2010,2,0.7791
GISTEMP,2010,3,0.92
GCAG,2010,3,0.8514
GISTEMP,2010,4,0.85
GCAG,2010,4,0.8191
GISTEMP,2010,5,0.75
GCAG,2010,5,0.7077
GISTEMP,2010,6,0.68
GCAG,2010,6,0.643
GISTEMP,2010,7,0.63
GCAG,2010,7,0.6112
GISTEMP,2010,8,0.67
GCAG,2010,8,0.6089
GISTEMP,2010,9,0.63
GCAG,2010,9,0.5602
GISTEMP,2010,10,0.71
GCAG,2010,10,0.6386
GISTEMP,2010,11,0.82
GCAG,2010,11,0.7283
GISTEMP,2010,12,0.45
GCAG,2010,12,0.4299
GISTEMP,2011,1,0.52
GCAG,2011,1,0.4519
GISTEMP,2011,2,0.48
GCAG,2011,2,0.4231
GISTEMP,2011,3,0.66
GCAG,2011,3,0.5489
GISTEMP,2011,4,0.64
GCAG,2011,4,0.591
GISTEMP,2011,5,0.53
GCAG,2011,5,0.4381
GISTEMP,2011,6,0.63
GCAG,2011,6,0.5415
GISTEMP,2011,7,0.71
GCAG,2011,7,0.6393
GISTEMP,2011,8,0.75
GCAG,2011,8,0.6508
GISTEMP,2011,9,0.56
GCAG,2011,9,0.5358
GISTEMP,2011,10,0.65
GCAG,2011,10,0.5743
GISTEMP,2011,11,0.59
GCAG,2011,11,0.5068
GISTEMP,2011,12,0.6
GCAG,2011,12,0.4898
GISTEMP,2012,1,0.47
GCAG,2012,1,0.3647
GISTEMP,2012,2,0.48
GCAG,2012,2,0.4557
GISTEMP,2012,3,0.57
GCAG,2012,3,0.416
GISTEMP,2012,4,0.73
GCAG,2012,4,0.6034
GISTEMP,2012,5,0.78
GCAG,2012,5,0.6515
GISTEMP,2012,6,0.64
GCAG,2012,6,0.6251
GISTEMP,2012,7,0.59
GCAG,2012,7,0.5659
GISTEMP,2012,8,0.66
GCAG,2012,8,0.6452
GISTEMP,2012,9,0.72
GCAG,2012,9,0.6352
GISTEMP,2012,10,0.8
GCAG,2012,10,0.7239
GISTEMP,2012,11,0.78
GCAG,2012,11,0.7158
GISTEMP,2012,12,0.53
GCAG,2012,12,0.4558
GISTEMP,2013,1,0.71
GCAG,2013,1,0.6024
GISTEMP,2013,2,0.62
GCAG,2013,2,0.5189
GISTEMP,2013,3,0.67
GCAG,2013,3,0.576
GISTEMP,2013,4,0.53
GCAG,2013,4,0.5657
GISTEMP,2013,5,0.6
GCAG,2013,5,0.5511
GISTEMP,2013,6,0.69
GCAG,2013,6,0.6564
GISTEMP,2013,7,0.6
GCAG,2013,7,0.5848
GISTEMP,2013,8,0.71
GCAG,2013,8,0.6362
GISTEMP,2013,9,0.77
GCAG,2013,9,0.719
GISTEMP,2013,10,0.69
GCAG,2013,10,0.6479
GISTEMP,2013,11,0.83
GCAG,2013,11,0.7649
GISTEMP,2013,12,0.7
GCAG,2013,12,0.6004
GISTEMP,2014,1,0.76
GCAG,2014,1,0.6645
GISTEMP,2014,2,0.55
GCAG,2014,2,0.4831
GISTEMP,2014,3,0.78
GCAG,2014,3,0.6806
GISTEMP,2014,4,0.81
GCAG,2014,4,0.7297
GISTEMP,2014,5,0.86
GCAG,2014,5,0.728
GISTEMP,2014,6,0.67
GCAG,2014,6,0.6138
GISTEMP,2014,7,0.58
GCAG,2014,7,0.5813
GISTEMP,2014,8,0.84
GCAG,2014,8,0.7286
GISTEMP,2014,9,0.88
GCAG,2014,9,0.7607
GISTEMP,2014,10,0.8
GCAG,2014,10,0.7378
GISTEMP,2014,11,0.67
GCAG,2014,11,0.6286
GISTEMP,2014,12,0.79
GCAG,2014,12,0.6775
GISTEMP,2015,1,0.86
GCAG,2015,1,0.7322
GISTEMP,2015,2,0.91
GCAG,2015,2,0.7729
GISTEMP,2015,3,0.96
GCAG,2015,3,0.7874
GISTEMP,2015,4,0.75
GCAG,2015,4,0.6843
GISTEMP,2015,5,0.8
GCAG,2015,5,0.7258
GISTEMP,2015,6,0.81
GCAG,2015,6,0.7518
GISTEMP,2015,7,0.73
GCAG,2015,7,0.7096
GISTEMP,2015,8,0.8
GCAG,2015,8,0.7994
GISTEMP,2015,9,0.84
GCAG,2015,9,0.8179
GISTEMP,2015,10,1.08
GCAG,2015,10,1.0137
GISTEMP,2015,11,1.06
GCAG,2015,11,0.9855
GISTEMP,2015,12,1.17
GCAG,2015,12,1.0351
GISTEMP,2016,1,1.18
GCAG,2016,1,1.0793
GISTEMP,2016,2,1.36
GCAG,2016,2,1.2161
GISTEMP,2016,3,1.35
GCAG,2016,3,1.1764
GISTEMP,2016,4,1.09
GCAG,2016,4,1.023
GISTEMP,2016,5,0.96
GCAG,2016,5,0.8734
GISTEMP,2016,6,0.81
GCAG,2016,6,0.7691
GISTEMP,2016,7,0.84
GCAG,2016,7,0.7612
GISTEMP,2016,8,1.02
GCAG,2016,8,0.9397
GISTEMP,2016,9,0.9
GCAG,2016,9,0.8369
GISTEMP,2016,10,0.87
GCAG,2016,10,0.8117
GISTEMP,2016,11,0.91
GCAG,2016,11,0.839
GISTEMP,2016,12,0.86
GCAG,2016,12,0.7721
GISTEMP,2017,1,1.02
GCAG,2017,1,0.947
GISTEMP,2017,2,1.13
GCAG,2017,2,1.0622
GISTEMP,2017,3,1.16
GCAG,2017,3,1.0444
GISTEMP,2017,4,0.93
GCAG,2017,4,0.8352
GISTEMP,2017,5,0.91
GCAG,2017,5,0.7755
GISTEMP,2017,6,0.71
GCAG,2017,6,0.6497
GISTEMP,2017,7,0.82
GCAG,2017,7,0.7935
GISTEMP,2017,8,0.87
GCAG,2017,8,0.8019
GISTEMP,2017,9,0.74
GCAG,2017,9,0.7227
GISTEMP,2017,10,0.88
GCAG,2017,10,0.8041
GISTEMP,2017,11,0.87
GCAG,2017,11,0.7948
GISTEMP,2017,12,0.93
GCAG,2017,12,0.8065
GISTEMP,2018,1,0.82
GCAG,2018,1,0.7073
GISTEMP,2018,2,0.85
GCAG,2018,2,0.7763
GISTEMP,2018,3,0.88
GCAG,2018,3,0.7757
GISTEMP,2018,4,0.88
GCAG,2018,4,0.8108
GISTEMP,2018,5,0.81
GCAG,2018,5,0.7014
GISTEMP,2018,6,0.77
GCAG,2018,6,0.7268
GISTEMP,2018,7,0.83
GCAG,2018,7,0.7242
GISTEMP,2018,8,0.78
GCAG,2018,8,0.7335
GISTEMP,2018,9,0.8
GCAG,2018,9,0.6766
GISTEMP,2018,10,1.02
GCAG,2018,10,0.8582
GISTEMP,2018,11,0.83
GCAG,2018,11,0.7319
GISTEMP,2018,12,0.93
GCAG,2018,12,0.8156
GISTEMP,2019,1,0.93
GCAG,2019,1,0.8132
GISTEMP,2019,2,0.96
GCAG,2019,2,0.8345
GISTEMP,2019,3,1.17
GCAG,2019,3,1.0769
GISTEMP,2019,4,1.0
GCAG,2019,4,0.9251
GISTEMP,2019,5,0.86
GCAG,2019,5,0.7766
GISTEMP,2019,6,0.9
GCAG,2019,6,0.8078
GISTEMP,2019,7,0.94
GCAG,2019,7,0.8515
GISTEMP,2019,8,0.95
GCAG,2019,8,0.8364
GISTEMP,2019,9,0.93
GCAG,2019,9,0.8134
GISTEMP,2019,10,1.0
GCAG,2019,10,0.9541
GISTEMP,2019,11,0.99
GCAG,2019,11,0.933
GISTEMP,2019,12,1.12
GCAG,2019,12,1.0256
GISTEMP,2020,1,1.18
GCAG,2020,1,1.0581
GISTEMP,2020,2,1.24
GCAG,2020,2,1.1097
GISTEMP,2020,3,1.18
GCAG,2020,3,1.0748
GISTEMP,2020,4,1.12
GCAG,2020,4,1.0499
GISTEMP,2020,5,0.99
GCAG,2020,5,0.8944
GISTEMP,2020,6,0.91
GCAG,2020,6,0.8113
GISTEMP,2020,7,0.89
GCAG,2020,7,0.8217
GISTEMP,2020,8,0.86
GCAG,2020,8,0.8095
GISTEMP,2020,9,0.96
GCAG,2020,9,0.8666
GISTEMP,2020,10,0.87
GCAG,2020,10,0.7993
GISTEMP,2020,11,1.09
GCAG,2020,11,1.0072
GISTEMP,2020,12,0.8
GCAG,2020,12,0.6923
GISTEMP,2021,1,0.81
GCAG,2021,1,0.707
GISTEMP,2021,2,0.64
GCAG,2021,2,0.5647
GISTEMP,2021,3,0.89
GCAG,2021,3,0.7374
GISTEMP,2021,4,0.76
GCAG,2021,4,0.7573
GISTEMP,2021,5,0.79
GCAG,2021,5,0.6982
GISTEMP,2021,6,0.84
GCAG,2021,6,0.7178
GISTEMP,2021,7,0.92
GCAG,2021,7,0.791
GISTEMP,2021,8,0.81
GCAG,2021,8,0.8094
GISTEMP,2021,9,0.92
GCAG,2021,9,0.8747
GISTEMP,2021,10,0.98
GCAG,2021,10,0.9278
GISTEMP,2021,11,0.92
GCAG,2021,11,0.8644
GISTEMP,2021,12,0.88
GCAG,2021,12,0.7581
GISTEMP,2022,1,0.91
GCAG,2022,1,0.7816
GISTEMP,2022,2,0.89
GCAG,2022,2,0.7527
GISTEMP,2022,3,1.04
GCAG,2022,3,0.8898
GISTEMP,2022,4,0.83
GCAG,2022,4,0.7672
GISTEMP,2022,5,0.84
GCAG,2022,5,0.7497
GISTEMP,2022,6,0.92
GCAG,2022,6,0.8475
GISTEMP,2022,7,0.94
GCAG,2022,7,0.7776
GISTEMP,2022,8,0.94
GCAG,2022,8,0.8753
GISTEMP,2022,9,0.88
GCAG,2022,9,0.816
GISTEMP,2022,10,0.97
GCAG,2022,10,0.9506
GISTEMP,2022,11,0.73
GCAG,2022,11,0.6687
GISTEMP,2022,12,0.8
GCAG,2022,12,0.7452
GISTEMP,2023,1,0.88
GCAG,2023,1,0.7827
GISTEMP,2023,2,0.97
GCAG,2023,2,0.8863
GISTEMP,2023,3,1.23
GCAG,2023,3,1.1295
GISTEMP,2023,4,0.99
GCAG,2023,4,0.9248
GISTEMP,2023,5,0.94
GCAG,2023,5,0.8798
GISTEMP,2023,6,1.08
GCAG,2023,6,1.0592
GISTEMP,2023,7,1.19
GCAG,2023,7,1.1612
GISTEMP,2023,8,1.19
GCAG,2023,8,1.2127
GISTEMP,2023,9,1.48
GCAG,2023,9,1.3481
GISTEMP,2023,10,1.35
GCAG,2023,10,1.3267
GISTEMP,2023,11,1.4
GCAG,2023,11,1.3421
GISTEMP,2023,12,1.35
GCAG,2023,12,1.2644
GISTEMP,2024,1,1.25
GCAG,2024,1,1.1459
GISTEMP,2024,2,1.44
GCAG,2024,2,1.2757
GISTEMP,2024,3,1.39
GCAG,2024,3,1.2212
GISTEMP,2024,4,1.32
GCAG,2024,4,1.207
GISTEMP,2024,5,1.16
GCAG,2024,5,1.0613
GISTEMP,2024,6,1.24
GCAG,2024,6,1.0936
GISTEMP,2024,7,1.2
GCAG,2024,7,1.1301
GISTEMP,2024,8,1.3
GCAG,2024,8,1.2156
GISTEMP,2024,9,1.21
GCAG,2024,9,1.1435
GISTEMP,2024,10,1.35
GCAG,2024,10,1.2006
GISTEMP,2024,11,1.3
GCAG,2024,11,1.2102
GISTEMP,2024,12,1.27
GCAG,2024,12,1.1292
